landseg,landuse,thisyear,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A54063,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
A54065,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
A54071,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
A54077,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
A54093,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
B24001,alf,1982,0.85,0.85,0.88,0.79,0.79,0.93,0.79,0.79,0.805,0.85,0.85,0.85
B24021,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B37005,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B37009,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B42001,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B42009,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42015,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42027,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42035,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42041,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42043,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42055,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42079,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42081,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42119,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B42131,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
B51003,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51009,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51015,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51017,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51019,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51023,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51035,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51061,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51067,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51071,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51077,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51079,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51091,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51105,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51113,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51125,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51139,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51141,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51157,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51161,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51163,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51165,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51167,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51169,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51171,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51173,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51185,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51187,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51191,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51197,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B54023,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
B54031,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
B54057,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
B54071,alf,1982,0.85,0.85,0.88,0.7433,0.7433,0.93,0.8367,0.8367,0.83,0.85,0.85,0.85
C42009,alf,1982,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
C51015,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
C51071,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
C51165,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
B51195,alf,1982,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A10001,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A10003,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A10005,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A11001,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A24001,alf,1987,0.85,0.85,0.88,0.79,0.79,0.93,0.79,0.79,0.805,0.85,0.85,0.85
A24003,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24005,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24009,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24011,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24013,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24015,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24017,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24019,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24021,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24023,alf,1987,0.85,0.85,0.88,0.79,0.79,0.93,0.79,0.79,0.805,0.85,0.85,0.85
A24025,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24027,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24029,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24031,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24033,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24035,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24037,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24039,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24041,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24043,alf,1987,0.85,0.85,0.88,0.79,0.79,0.93,0.79,0.79,0.805,0.85,0.85,0.85
A24045,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24047,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A24510,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A36003,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36007,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36011,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36015,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36017,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36023,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36025,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36043,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36051,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36053,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36065,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36067,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36069,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36077,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36095,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36097,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36101,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36107,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36109,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A36123,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A37001,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37005,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37009,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37033,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37067,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37077,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37081,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37131,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A37135,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37145,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37157,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37169,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37171,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37181,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37185,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A37189,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A42001,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A42009,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42011,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42013,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42015,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42021,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42023,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42025,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42027,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42029,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A42033,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42035,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42037,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42041,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42043,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42047,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42055,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42057,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42061,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42063,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42065,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42067,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42069,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42071,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A42075,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42079,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42081,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42083,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42087,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42093,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42097,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42099,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42105,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42107,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42109,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42111,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42113,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42115,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42117,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42119,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42127,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42131,alf,1987,0.85,0.85,0.88,0.65,0.65,0.93,0.93,0.93,0.88,0.85,0.85,0.85
A42133,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A47091,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A47163,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51001,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51003,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51005,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51007,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51009,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51011,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51013,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51015,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51017,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51019,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51021,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51023,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51025,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51027,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51029,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51031,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51033,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51035,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51036,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51037,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51041,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51043,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51045,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51047,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51049,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51051,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51053,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51057,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51059,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51061,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51063,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51065,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51067,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51069,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51071,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51073,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51075,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51077,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51079,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51081,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51083,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51085,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51087,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51089,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51091,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51093,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51095,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51097,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51099,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51101,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51103,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51105,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51107,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51109,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51111,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51113,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51115,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51117,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51119,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51121,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51125,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51127,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51131,alf,1987,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51133,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51135,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51137,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51139,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51141,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51143,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51145,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51147,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51149,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
A51153,alf,1987,0.85,0.85,0.88,0.93,0.93,0.93,0.65,0.65,0.73,0.85,0.85,0.85
